,COU,Country,IND,Indicator,SEX,TIME,Time,Value
2288,AUT,Austria,EMP18_PAT,Length of paid father-specific leave,MEN,2019,2019,8.7
2289,AUT,Austria,EMP18_PAT,Length of paid father-specific leave,MEN,2020,2020,13.0
2290,AUT,Austria,EMP18_PAT,Length of paid father-specific leave,MEN,2021,2021,13.0
2291,BEL,Belgium,EMP18_MAT,Length of maternity leave,WOMEN,2019,2019,15.0
2292,BEL,Belgium,EMP18_MAT,Length of maternity leave,WOMEN,2020,2020,15.0
2293,BEL,Belgium,EMP18_MAT,Length of maternity leave,WOMEN,2021,2021,15.0
2294,BEL,Belgium,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2019,2019,17.3
2295,BEL,Belgium,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2020,2020,17.3
2296,BEL,Belgium,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2021,2021,17.3
2297,BEL,Belgium,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2019,2019,32.3
2298,BEL,Belgium,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2020,2020,32.3
2299,BEL,Belgium,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2021,2021,32.3
2300,BEL,Belgium,EMP18_PAT,Length of paid father-specific leave,MEN,2019,2019,19.3
2301,BEL,Belgium,EMP18_PAT,Length of paid father-specific leave,MEN,2020,2020,19.3
2302,BEL,Belgium,EMP18_PAT,Length of paid father-specific leave,MEN,2021,2021,20.3
2303,CAN,Canada,EMP18_MAT,Length of maternity leave,WOMEN,2019,2019,16.0
2304,CAN,Canada,EMP18_MAT,Length of maternity leave,WOMEN,2020,2020,16.0
2305,CAN,Canada,EMP18_MAT,Length of maternity leave,WOMEN,2021,2021,16.0
2306,CAN,Canada,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2019,2019,61.0
2307,CAN,Canada,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2020,2020,61.0
2308,CAN,Canada,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2021,2021,61.0
2309,CAN,Canada,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2019,2019,51.0
2310,CAN,Canada,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2020,2020,51.0
2311,CAN,Canada,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2021,2021,51.0
2312,CAN,Canada,EMP18_PAT,Length of paid father-specific leave,MEN,2019,2019,5.0
2313,CAN,Canada,EMP18_PAT,Length of paid father-specific leave,MEN,2020,2020,5.0
2314,CAN,Canada,EMP18_PAT,Length of paid father-specific leave,MEN,2021,2021,5.0
2315,CZE,Czech Republic,EMP18_MAT,Length of maternity leave,WOMEN,2019,2019,28.0
2316,CZE,Czech Republic,EMP18_MAT,Length of maternity leave,WOMEN,2020,2020,28.0
2317,CZE,Czech Republic,EMP18_MAT,Length of maternity leave,WOMEN,2021,2021,28.0
2318,CZE,Czech Republic,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2019,2019,136.0
2319,CZE,Czech Republic,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2020,2020,136.0
2320,CZE,Czech Republic,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2021,2021,136.0
2321,CZE,Czech Republic,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2019,2019,62.3
2322,CZE,Czech Republic,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2020,2020,74.5
2323,CZE,Czech Republic,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2021,2021,73.8
2324,CZE,Czech Republic,EMP18_PAT,Length of paid father-specific leave,MEN,2019,2019,1.0
2325,CZE,Czech Republic,EMP18_PAT,Length of paid father-specific leave,MEN,2020,2020,1.0
2326,CZE,Czech Republic,EMP18_PAT,Length of paid father-specific leave,MEN,2021,2021,1.0
2327,DNK,Denmark,EMP18_MAT,Length of maternity leave,WOMEN,2019,2019,18.0
2328,DNK,Denmark,EMP18_MAT,Length of maternity leave,WOMEN,2020,2020,18.0
2329,DNK,Denmark,EMP18_MAT,Length of maternity leave,WOMEN,2021,2021,18.0
2330,DNK,Denmark,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2019,2019,32.0
2331,DNK,Denmark,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2020,2020,32.0
2332,DNK,Denmark,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2021,2021,32.0
2333,DNK,Denmark,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2019,2019,50.0
2334,DNK,Denmark,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2020,2020,50.0
2335,DNK,Denmark,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2021,2021,50.0
2336,DNK,Denmark,EMP18_PAT,Length of paid father-specific leave,MEN,2019,2019,2.0
2337,DNK,Denmark,EMP18_PAT,Length of paid father-specific leave,MEN,2020,2020,2.0
2338,DNK,Denmark,EMP18_PAT,Length of paid father-specific leave,MEN,2021,2021,2.0
2339,FIN,Finland,EMP18_MAT,Length of maternity leave,WOMEN,2019,2019,17.5
2340,FIN,Finland,EMP18_MAT,Length of maternity leave,WOMEN,2020,2020,17.5
2341,FIN,Finland,EMP18_MAT,Length of maternity leave,WOMEN,2021,2021,17.5
2342,FIN,Finland,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2019,2019,143.5
2343,FIN,Finland,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2020,2020,143.5
2344,FIN,Finland,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2021,2021,143.5
2345,FIN,Finland,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2019,2019,161.0
2346,FIN,Finland,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2020,2020,161.0
2347,FIN,Finland,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2021,2021,161.0
2348,FIN,Finland,EMP18_PAT,Length of paid father-specific leave,MEN,2019,2019,9.0
2349,FIN,Finland,EMP18_PAT,Length of paid father-specific leave,MEN,2020,2020,9.0
2350,FIN,Finland,EMP18_PAT,Length of paid father-specific leave,MEN,2021,2021,9.0
2351,FRA,France,EMP18_MAT,Length of maternity leave,WOMEN,2019,2019,16.0
2352,FRA,France,EMP18_MAT,Length of maternity leave,WOMEN,2020,2020,16.0
2353,FRA,France,EMP18_MAT,Length of maternity leave,WOMEN,2021,2021,16.0
2354,FRA,France,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2019,2019,146.0
2355,FRA,France,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2020,2020,146.0
2356,FRA,France,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2021,2021,146.0
2357,FRA,France,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2019,2019,42.0
2358,FRA,France,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2020,2020,42.0
2359,FRA,France,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2021,2021,42.0
2360,FRA,France,EMP18_PAT,Length of paid father-specific leave,MEN,2019,2019,28.0
2361,FRA,France,EMP18_PAT,Length of paid father-specific leave,MEN,2020,2020,28.0
2362,FRA,France,EMP18_PAT,Length of paid father-specific leave,MEN,2021,2021,28.0
2363,DEU,Germany,EMP18_MAT,Length of maternity leave,WOMEN,2019,2019,14.0
2364,DEU,Germany,EMP18_MAT,Length of maternity leave,WOMEN,2020,2020,14.0
2365,DEU,Germany,EMP18_MAT,Length of maternity leave,WOMEN,2021,2021,14.0
2366,DEU,Germany,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2019,2019,148.0
2367,DEU,Germany,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2020,2020,148.0
2368,DEU,Germany,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2021,2021,148.0
2369,DEU,Germany,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2019,2019,58.0
2370,DEU,Germany,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2020,2020,58.0
2371,DEU,Germany,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2021,2021,58.0
2372,DEU,Germany,EMP18_PAT,Length of paid father-specific leave,MEN,2019,2019,8.7
2373,DEU,Germany,EMP18_PAT,Length of paid father-specific leave,MEN,2020,2020,8.7
2374,DEU,Germany,EMP18_PAT,Length of paid father-specific leave,MEN,2021,2021,8.7
2375,GRC,Greece,EMP18_MAT,Length of maternity leave,WOMEN,2019,2019,43.0
2376,GRC,Greece,EMP18_MAT,Length of maternity leave,WOMEN,2020,2020,43.0
2377,GRC,Greece,EMP18_MAT,Length of maternity leave,WOMEN,2021,2021,43.0
2378,GRC,Greece,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2019,2019,17.3
2379,GRC,Greece,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2020,2020,17.3
2380,GRC,Greece,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2021,2021,17.3
2381,GRC,Greece,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2019,2019,43.0
2382,GRC,Greece,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2020,2020,43.0
2383,GRC,Greece,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2021,2021,43.0
2384,GRC,Greece,EMP18_PAT,Length of paid father-specific leave,MEN,2019,2019,0.4
2385,GRC,Greece,EMP18_PAT,Length of paid father-specific leave,MEN,2020,2020,0.4
2386,GRC,Greece,EMP18_PAT,Length of paid father-specific leave,MEN,2021,2021,0.4
2387,HUN,Hungary,EMP18_MAT,Length of maternity leave,WOMEN,2019,2019,24.0
2388,HUN,Hungary,EMP18_MAT,Length of maternity leave,WOMEN,2020,2020,24.0
2389,HUN,Hungary,EMP18_MAT,Length of maternity leave,WOMEN,2021,2021,24.0
2390,HUN,Hungary,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2019,2019,136.0
2391,HUN,Hungary,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2020,2020,136.0
2392,HUN,Hungary,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2021,2021,136.0
2393,HUN,Hungary,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2019,2019,160.0
2394,HUN,Hungary,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2020,2020,160.0
2395,HUN,Hungary,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2021,2021,160.0
2396,HUN,Hungary,EMP18_PAT,Length of paid father-specific leave,MEN,2019,2019,1.0
2397,HUN,Hungary,EMP18_PAT,Length of paid father-specific leave,MEN,2020,2020,1.0
2398,HUN,Hungary,EMP18_PAT,Length of paid father-specific leave,MEN,2021,2021,1.0
2399,ISL,Iceland,EMP18_MAT,Length of maternity leave,WOMEN,2019,2019,13.0
2400,ISL,Iceland,EMP18_MAT,Length of maternity leave,WOMEN,2020,2020,17.3
2401,ISL,Iceland,EMP18_MAT,Length of maternity leave,WOMEN,2021,2021,26.0
2402,ISL,Iceland,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2019,2019,30.3
2403,ISL,Iceland,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2020,2020,30.3
2404,ISL,Iceland,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2021,2021,30.3
2405,ISL,Iceland,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2019,2019,26.0
2406,ISL,Iceland,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2020,2020,26.0
2407,ISL,Iceland,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2021,2021,32.0
2408,ISL,Iceland,EMP18_PAT,Length of paid father-specific leave,MEN,2019,2019,13.0
2409,ISL,Iceland,EMP18_PAT,Length of paid father-specific leave,MEN,2020,2020,17.3
2410,ISL,Iceland,EMP18_PAT,Length of paid father-specific leave,MEN,2021,2021,20.0
2411,IRL,Ireland,EMP18_MAT,Length of maternity leave,WOMEN,2019,2019,42.0
2412,IRL,Ireland,EMP18_MAT,Length of maternity leave,WOMEN,2020,2020,42.0
2413,IRL,Ireland,EMP18_MAT,Length of maternity leave,WOMEN,2021,2021,42.0
2414,IRL,Ireland,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2019,2019,18.0
2415,IRL,Ireland,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2020,2020,22.0
2416,IRL,Ireland,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2021,2021,31.0
2417,IRL,Ireland,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2019,2019,26.0
2418,IRL,Ireland,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2020,2020,28.0
2419,IRL,Ireland,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2021,2021,31.0
2420,IRL,Ireland,EMP18_PAT,Length of paid father-specific leave,MEN,2019,2019,2.0
2421,IRL,Ireland,EMP18_PAT,Length of paid father-specific leave,MEN,2020,2020,4.0
2422,IRL,Ireland,EMP18_PAT,Length of paid father-specific leave,MEN,2021,2021,7.0
2423,ITA,Italy,EMP18_MAT,Length of maternity leave,WOMEN,2019,2019,21.7
2424,ITA,Italy,EMP18_MAT,Length of maternity leave,WOMEN,2020,2020,21.7
2425,ITA,Italy,EMP18_MAT,Length of maternity leave,WOMEN,2021,2021,21.7
2426,ITA,Italy,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2019,2019,26.0
2427,ITA,Italy,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2020,2020,26.0
2428,ITA,Italy,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2021,2021,26.0
2429,ITA,Italy,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2019,2019,47.7
2430,ITA,Italy,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2020,2020,47.7
2431,ITA,Italy,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2021,2021,47.7
2432,ITA,Italy,EMP18_PAT,Length of paid father-specific leave,MEN,2019,2019,1.0
2433,ITA,Italy,EMP18_PAT,Length of paid father-specific leave,MEN,2020,2020,1.4
2434,ITA,Italy,EMP18_PAT,Length of paid father-specific leave,MEN,2021,2021,2.0
2435,JPN,Japan,EMP18_MAT,Length of maternity leave,WOMEN,2019,2019,14.0
2436,JPN,Japan,EMP18_MAT,Length of maternity leave,WOMEN,2020,2020,14.0
2437,JPN,Japan,EMP18_MAT,Length of maternity leave,WOMEN,2021,2021,14.0
2438,JPN,Japan,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2019,2019,44.0
2439,JPN,Japan,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2020,2020,44.0
2440,JPN,Japan,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2021,2021,44.0
2441,JPN,Japan,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2019,2019,58.0
2442,JPN,Japan,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2020,2020,58.0
2443,JPN,Japan,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2021,2021,58.0
2444,JPN,Japan,EMP18_PAT,Length of paid father-specific leave,MEN,2019,2019,52.0
2445,JPN,Japan,EMP18_PAT,Length of paid father-specific leave,MEN,2020,2020,52.0
2446,JPN,Japan,EMP18_PAT,Length of paid father-specific leave,MEN,2021,2021,52.0
2447,KOR,Korea,EMP18_MAT,Length of maternity leave,WOMEN,2019,2019,12.9
2448,KOR,Korea,EMP18_MAT,Length of maternity leave,WOMEN,2020,2020,12.9
2449,KOR,Korea,EMP18_MAT,Length of maternity leave,WOMEN,2021,2021,12.9
2450,KOR,Korea,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2019,2019,52.0
2451,KOR,Korea,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2020,2020,52.0
2452,KOR,Korea,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2021,2021,52.0
2453,KOR,Korea,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2019,2019,64.9
2454,KOR,Korea,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2020,2020,64.9
2455,KOR,Korea,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2021,2021,64.9
2456,KOR,Korea,EMP18_PAT,Length of paid father-specific leave,MEN,2019,2019,52.6
2457,KOR,Korea,EMP18_PAT,Length of paid father-specific leave,MEN,2020,2020,54.0
2458,KOR,Korea,EMP18_PAT,Length of paid father-specific leave,MEN,2021,2021,54.0
2459,LUX,Luxembourg,EMP18_MAT,Length of maternity leave,WOMEN,2019,2019,20.0
2460,LUX,Luxembourg,EMP18_MAT,Length of maternity leave,WOMEN,2020,2020,20.0
2461,LUX,Luxembourg,EMP18_MAT,Length of maternity leave,WOMEN,2021,2021,20.0
2462,LUX,Luxembourg,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2019,2019,26.0
2463,LUX,Luxembourg,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2020,2020,26.0
2464,LUX,Luxembourg,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2021,2021,26.0
2465,LUX,Luxembourg,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2019,2019,46.0
2466,LUX,Luxembourg,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2020,2020,46.0
2467,LUX,Luxembourg,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2021,2021,46.0
2468,LUX,Luxembourg,EMP18_PAT,Length of paid father-specific leave,MEN,2019,2019,28.0
2469,LUX,Luxembourg,EMP18_PAT,Length of paid father-specific leave,MEN,2020,2020,28.0
2470,LUX,Luxembourg,EMP18_PAT,Length of paid father-specific leave,MEN,2021,2021,28.0
2471,MEX,Mexico,EMP18_MAT,Length of maternity leave,WOMEN,2019,2019,12.0
2472,MEX,Mexico,EMP18_MAT,Length of maternity leave,WOMEN,2020,2020,12.0
2473,MEX,Mexico,EMP18_MAT,Length of maternity leave,WOMEN,2021,2021,12.0
2474,MEX,Mexico,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2019,2019,0.0
2475,MEX,Mexico,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2020,2020,0.0
2476,MEX,Mexico,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2021,2021,0.0
2477,MEX,Mexico,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2019,2019,12.0
2478,MEX,Mexico,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2020,2020,12.0
2479,MEX,Mexico,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2021,2021,12.0
2480,MEX,Mexico,EMP18_PAT,Length of paid father-specific leave,MEN,2019,2019,1.0
2481,MEX,Mexico,EMP18_PAT,Length of paid father-specific leave,MEN,2020,2020,1.0
2482,MEX,Mexico,EMP18_PAT,Length of paid father-specific leave,MEN,2021,2021,1.0
2483,NLD,Netherlands,EMP18_MAT,Length of maternity leave,WOMEN,2019,2019,16.0
2484,NLD,Netherlands,EMP18_MAT,Length of maternity leave,WOMEN,2020,2020,16.0
2485,NLD,Netherlands,EMP18_MAT,Length of maternity leave,WOMEN,2021,2021,16.0
2486,NLD,Netherlands,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2019,2019,26.0
2487,NLD,Netherlands,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2020,2020,26.0
2488,NLD,Netherlands,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2021,2021,26.0
2489,NLD,Netherlands,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2019,2019,16.0
2490,NLD,Netherlands,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2020,2020,16.0
2491,NLD,Netherlands,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2021,2021,16.0
2492,NLD,Netherlands,EMP18_PAT,Length of paid father-specific leave,MEN,2019,2019,1.0
2493,NLD,Netherlands,EMP18_PAT,Length of paid father-specific leave,MEN,2020,2020,1.0
2494,NLD,Netherlands,EMP18_PAT,Length of paid father-specific leave,MEN,2021,2021,6.0
2495,NZL,New Zealand,EMP18_MAT,Length of maternity leave,WOMEN,2019,2019,22.0
2496,NZL,New Zealand,EMP18_MAT,Length of maternity leave,WOMEN,2020,2020,22.0
2497,NZL,New Zealand,EMP18_MAT,Length of maternity leave,WOMEN,2021,2021,26.0
2498,NZL,New Zealand,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2019,2019,30.0
2499,NZL,New Zealand,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2020,2020,30.0
2500,NZL,New Zealand,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2021,2021,26.0
2501,NZL,New Zealand,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2019,2019,22.0
2502,NZL,New Zealand,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2020,2020,22.0
2503,NZL,New Zealand,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2021,2021,26.0
2504,NZL,New Zealand,EMP18_PAT,Length of paid father-specific leave,MEN,2019,2019,0.0
2505,NZL,New Zealand,EMP18_PAT,Length of paid father-specific leave,MEN,2020,2020,0.0
2506,NZL,New Zealand,EMP18_PAT,Length of paid father-specific leave,MEN,2021,2021,0.0
2507,NOR,Norway,EMP18_MAT,Length of maternity leave,WOMEN,2019,2019,18.0
2508,NOR,Norway,EMP18_MAT,Length of maternity leave,WOMEN,2020,2020,18.0
2509,NOR,Norway,EMP18_MAT,Length of maternity leave,WOMEN,2021,2021,18.0
2510,NOR,Norway,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2019,2019,68.0
2511,NOR,Norway,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2020,2020,68.0
2512,NOR,Norway,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2021,2021,68.0
2513,NOR,Norway,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2019,2019,86.0
2514,NOR,Norway,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2020,2020,86.0
2515,NOR,Norway,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2021,2021,86.0
2516,NOR,Norway,EMP18_PAT,Length of paid father-specific leave,MEN,2019,2019,15.0
2517,NOR,Norway,EMP18_PAT,Length of paid father-specific leave,MEN,2020,2020,15.0
2518,NOR,Norway,EMP18_PAT,Length of paid father-specific leave,MEN,2021,2021,15.0
2519,POL,Poland,EMP18_MAT,Length of maternity leave,WOMEN,2019,2019,20.0
2520,POL,Poland,EMP18_MAT,Length of maternity leave,WOMEN,2020,2020,20.0
2521,POL,Poland,EMP18_MAT,Length of maternity leave,WOMEN,2021,2021,20.0
2522,POL,Poland,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2019,2019,183.7
2523,POL,Poland,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2020,2020,183.7
2524,POL,Poland,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2021,2021,183.7
2525,POL,Poland,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2019,2019,52.0
2526,POL,Poland,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2020,2020,52.0
2527,POL,Poland,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2021,2021,52.0
2528,POL,Poland,EMP18_PAT,Length of paid father-specific leave,MEN,2019,2019,2.0
2529,POL,Poland,EMP18_PAT,Length of paid father-specific leave,MEN,2020,2020,2.0
2530,POL,Poland,EMP18_PAT,Length of paid father-specific leave,MEN,2021,2021,2.0
2531,PRT,Portugal,EMP18_MAT,Length of maternity leave,WOMEN,2019,2019,6.0
2532,PRT,Portugal,EMP18_MAT,Length of maternity leave,WOMEN,2020,2020,6.0
2533,PRT,Portugal,EMP18_MAT,Length of maternity leave,WOMEN,2021,2021,6.0
2534,PRT,Portugal,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2019,2019,128.1
2535,PRT,Portugal,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2020,2020,128.1
2536,PRT,Portugal,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2021,2021,128.1
2537,PRT,Portugal,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2019,2019,30.1
2538,PRT,Portugal,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2020,2020,30.1
2539,PRT,Portugal,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2021,2021,30.1
2540,PRT,Portugal,EMP18_PAT,Length of paid father-specific leave,MEN,2019,2019,22.3
2541,PRT,Portugal,EMP18_PAT,Length of paid father-specific leave,MEN,2020,2020,22.3
2542,PRT,Portugal,EMP18_PAT,Length of paid father-specific leave,MEN,2021,2021,22.3
2543,SVK,Slovak Republic,EMP18_MAT,Length of maternity leave,WOMEN,2019,2019,34.0
2544,SVK,Slovak Republic,EMP18_MAT,Length of maternity leave,WOMEN,2020,2020,34.0
2545,SVK,Slovak Republic,EMP18_MAT,Length of maternity leave,WOMEN,2021,2021,34.0
2546,SVK,Slovak Republic,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2019,2019,130.0
2547,SVK,Slovak Republic,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2020,2020,130.0
2548,SVK,Slovak Republic,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2021,2021,130.0
2549,SVK,Slovak Republic,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2019,2019,164.0
2550,SVK,Slovak Republic,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2020,2020,164.0
2551,SVK,Slovak Republic,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2021,2021,164.0
2552,SVK,Slovak Republic,EMP18_PAT,Length of paid father-specific leave,MEN,2019,2019,28.0
2553,SVK,Slovak Republic,EMP18_PAT,Length of paid father-specific leave,MEN,2020,2020,28.0
2554,SVK,Slovak Republic,EMP18_PAT,Length of paid father-specific leave,MEN,2021,2021,28.0
2555,ESP,Spain,EMP18_MAT,Length of maternity leave,WOMEN,2019,2019,16.0
2556,ESP,Spain,EMP18_MAT,Length of maternity leave,WOMEN,2020,2020,16.0
2557,ESP,Spain,EMP18_MAT,Length of maternity leave,WOMEN,2021,2021,16.0
2558,ESP,Spain,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2019,2019,150.0
2559,ESP,Spain,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2020,2020,150.0
2560,ESP,Spain,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2021,2021,150.0
2561,ESP,Spain,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2019,2019,16.0
2562,ESP,Spain,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2020,2020,16.0
2563,ESP,Spain,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2021,2021,16.0
